Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2011-04-08 21:34:00,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.41431785788099,37.7799444052046
2008-11-28 10:50:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Friday,MISSION,"ARREST, BOOKED",17TH ST / TREAT AV,-122.41359169556101,37.7638222259421
2004-01-19 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,2400 Block of SANTIAGO ST,-122.49350951958999,37.744083737235606
2009-11-14 00:30:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,NORTHERN,NONE,3100 Block of FILLMORE ST,-122.43588923500201,37.7987183534813
2013-08-25 14:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,NORTHERN,NONE,WEBSTER ST / FELL ST,-122.429369095956,37.775110346472005
2007-06-29 09:00:00,TRESPASS,TRESPASSING,Friday,INGLESIDE,NONE,400 Block of RAYMOND AV,-122.412457953057,37.7147347356846
2011-09-21 16:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-05-18 14:16:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.413564091744,37.779514030063
2005-11-02 05:50:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,TENDERLOIN,NONE,300 Block of LEAVENWORTH ST,-122.414406029855,37.7841907151119
2014-05-01 20:57:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Thursday,BAYVIEW,"ARREST, BOOKED",1400 Block of SHAFTER AV,-122.387897392339,37.72950441589521
2012-09-03 14:20:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,INGLESIDE,"ARREST, BOOKED",200 Block of MOULTRIE ST,-122.415810103079,37.7409998217165
2013-04-02 11:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,CENTRAL,NONE,800 Block of GEARY ST,-122.417273344939,37.7861493947594
2008-03-07 22:23:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,TENDERLOIN,"ARREST, BOOKED",MCALLISTER ST / HYDE ST,-122.41531796699199,37.7807179285998
2009-06-13 12:00:00,FORGERY/COUNTERFEITING,"CHECKS, POSSESSION WITH INTENT TO PASS",Saturday,SOUTHERN,NONE,600 Block of MISSION ST,-122.400101750163,37.7876898900758
2005-09-23 02:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,BAYVIEW,"ARREST, CITED",NEWCOMB AV / 3RD ST,-122.39041695551701,37.7355926106176
2003-07-24 18:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,SOUTHERN,NONE,100 Block of NEW MONTGOMERY ST,-122.400272577535,37.7871789681666
2010-08-01 10:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2005-03-09 09:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,200 Block of DORLAND ST,-122.42956842417,37.7621391532166
2011-02-23 18:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,INGLESIDE,NONE,100 Block of BEACON ST,-122.43087558377199,37.7388607870802
2004-05-28 09:15:00,WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2010-03-10 17:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,BAYVIEW,NONE,0 Block of NORTHRIDGE RD,-122.375605171962,37.730721521570295
2006-08-07 12:30:00,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,CENTRAL,NONE,800 Block of LEAVENWORTH ST,-122.41534873890801,37.788854205046704
2005-08-27 22:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,INGLESIDE,NONE,PARK ST / MISSION ST,-122.424235953599,37.7367372565211
2013-02-24 18:50:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,INGLESIDE,"ARREST, BOOKED",EXCELSIOR AV / MISSION ST,-122.433623421746,37.72623583047221
2004-06-25 15:30:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Friday,INGLESIDE,NONE,2800 Block of DIAMOND ST,-122.4340297072,37.7337081729444
2011-06-15 16:55:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,PARK,"ARREST, CITED",1700 Block of FULTON ST,-122.445652525154,37.7759612670837
2011-09-07 12:10:00,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,RICHMOND,NONE,CLEMENT ST / 9TH AV,-122.467630230392,37.7828011737968
2007-01-22 16:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,INGLESIDE,NONE,300 Block of PRECITA AV,-122.41303432871,37.7467405576771
2010-11-21 23:15:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Sunday,NORTHERN,"ARREST, CITED",POLK ST / CALIFORNIA ST,-122.420691680792,37.790577071053704
2006-03-11 11:16:00,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.419350173229,37.76101609120561
2003-04-17 16:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-05-29 22:55:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Tuesday,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.451288061231,37.7693967099165
2006-06-02 18:02:00,SUSPICIOUS OCC,"SUSPICIOUS AUTO, POSSIBLY SEX",Friday,INGLESIDE,"ARREST, BOOKED",PERSIA AV / PARIS ST,-122.434408490493,37.7223827081459
2014-03-23 15:14:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Sunday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453512911126,37.7686969786551
2014-09-01 12:55:00,RUNAWAY,RUNAWAY,Monday,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
2014-08-06 23:21:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,RICHMOND,"ARREST, BOOKED",FULTON ST / 22ND AV,-122.480980581059,37.7727160506722
2014-05-03 16:30:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,SOUTHERN,NONE,0 Block of 6TH ST,-122.40950430935,37.781526271747
2005-03-27 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,100 Block of ROLPH ST,-122.439568893447,37.714800267503
2008-10-30 06:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,800 Block of ANZA ST,-122.455358130074,37.7801010238125
2007-07-25 09:25:00,WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED",500 Block of OFARRELL ST,-122.41379841586901,37.7856297942374
2005-12-29 02:02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,MISSION,"ARREST, CITED",3600 Block of 18TH ST,-122.424428783933,37.761472353833604
2006-08-24 08:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,8TH ST / BRANNAN ST,-122.405427162783,37.7712969876277
2012-05-19 00:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE,2500 Block of 3RD ST,-122.38799766079201,37.7566678126978
2014-11-14 17:45:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,PARK,NONE,1500 Block of HAIGHT ST,-122.44776112232,37.7698464875415
2015-01-23 08:20:00,MISSING PERSON,MISSING JUVENILE,Friday,TARAVAL,NONE,900 Block of PLYMOUTH AV,-122.45605161826401,37.719152132332795
2006-10-07 15:08:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,NORTHERN,PSYCHOPATHIC CASE,2600 Block of LOMBARD ST,-122.444615066137,37.798682902385
2013-07-12 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,TARAVAL,NONE,300 Block of ARBALLO DR,-122.48310616875798,37.7201245877973
2010-10-08 20:00:00,VEHICLE THEFT,STOLEN TRUCK,Friday,INGLESIDE,NONE,100 Block of BROOKDALE AV,-122.420864146521,37.71219982598
2009-09-14 23:45:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,SOUTHERN,"ARREST, BOOKED",12TH ST / MARKET ST,-122.42025496034799,37.774358171070105
2009-08-08 10:11:00,ASSAULT,BATTERY,Saturday,NORTHERN,NONE,900 Block of GEARY ST,-122.418918390218,37.7859407304209
2009-04-29 17:25:00,ASSAULT,BATTERY,Wednesday,NORTHERN,NONE,3500 Block of FILLMORE ST,-122.43632820238399,37.8017515400431
2008-09-17 11:02:00,WARRANTS,WARRANT ARREST,Wednesday,MISSION,"ARREST, BOOKED",400 Block of EUREKA ST,-122.437638449339,37.754907329855
2008-07-12 10:00:00,OTHER OFFENSES,PROBATION VIOLATION,Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2013-06-12 21:24:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Wednesday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.784089036686794
2003-05-18 16:02:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,1000 Block of POTRERO AV,-122.40668105726499,37.755343095442
2006-05-02 11:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE,200 Block of SANBENITO WY,-122.466984971552,37.732431087596005
2004-08-02 19:45:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,BAYVIEW,"ARREST, BOOKED",1500 Block of INNES AV,-122.38795628570499,37.7388558975139
2013-02-06 11:30:00,OTHER OFFENSES,FALSE PERSONATION,Wednesday,MISSION,NONE,200 Block of POTRERO AV,-122.407539286489,37.7664252262193
2005-08-13 17:15:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED",300 Block of BRANNAN ST,-122.392949213939,37.7812347672112
2008-11-16 17:16:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,NORTHERN,"ARREST, BOOKED",ELLIS ST / FILLMORE ST,-122.432515381765,37.7823496388199
2005-02-08 14:40:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,CENTRAL,NONE,1400 Block of JACKSON ST,-122.418937033151,37.794404322286404
2007-07-26 17:30:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,PARK,NONE,400 Block of IRVING ST,-122.46258036243499,37.76425572672729
2015-04-04 10:37:00,OTHER OFFENSES,RESISTING ARREST,Saturday,SOUTHERN,"ARREST, BOOKED",300 Block of KING ST,-122.39502174591401,37.775312852228396
2009-10-12 04:45:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,INGLESIDE,NONE,CORTLAND AV / ANDERSON ST,-122.415185289736,37.7389339290251
2014-09-15 15:10:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,3200 Block of SACRAMENTO ST,-122.44630570929701,37.788327633825496
2009-05-13 20:05:00,ASSAULT,BATTERY,Wednesday,MISSION,"ARREST, BOOKED",1000 Block of SOUTH VAN NESS AV,-122.416710633703,37.7563479680934
2012-11-30 01:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,1000 Block of NEWHALL ST,-122.390301651188,37.737879898414796
2014-06-12 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TARAVAL,NONE,SANTIAGO ST / 26TH AV,-122.481180963255,37.7446799417931
2011-12-29 15:00:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Thursday,TARAVAL,NONE,1200 Block of 34TH AV,-122.493194441906,37.7637781428829
2012-10-01 09:00:00,NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE,100 Block of 4TH ST,-122.40316136588999,37.7836909533775
2015-02-19 17:20:00,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2013-09-02 17:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,PARK,NONE,1400 Block of SHRADER ST,-122.450588539257,37.7619525856877
2008-08-04 06:22:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2004-09-29 13:17:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,INGLESIDE,NONE,500 Block of BOWDOIN ST,-122.411681847645,37.72883563736049
2005-04-24 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,CENTRAL,NONE,600 Block of BROADWAY ST,-122.407822401083,37.7976687725776
2010-06-29 19:10:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,INGLESIDE,NONE,500 Block of PORTOLA DR,-122.451320967694,37.745804063550295
2014-12-10 22:00:00,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Wednesday,BAYVIEW,NONE,400 Block of BAY SHORE BL,-122.406825183678,37.741054981526
2003-01-24 08:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,BAYVIEW,NONE,400 Block of MANSELL ST,-122.406079770608,37.72041061847521
2003-05-14 23:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.415444159886,37.7780245674641
2008-07-26 10:38:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,RICHMOND,"ARREST, BOOKED",3400 Block of CALIFORNIA ST,-122.45094200094,37.7866690360365
2014-12-12 15:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,BAYVIEW,NONE,500 Block of SOMERSET ST,-122.406734358351,37.7248028091791
2012-08-10 14:30:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Friday,CENTRAL,NONE,300 Block of POWELL ST,-122.40838427554199,37.7878271137225
2014-09-03 07:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,BAYVIEW,UNFOUNDED,SILVER AV / SAN BRUNO AV,-122.405610268222,37.732438864982
2007-07-27 16:45:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Friday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2010-10-22 07:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,NORTHERN,NONE,1000 Block of POST ST,-122.41912629534201,37.7869849580362
2011-10-08 07:16:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,BAYVIEW,NONE,WHITFIELD CT / LASALLE AV,-122.381609667428,37.73117646176579
2015-02-07 19:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,TARAVAL,NONE,0 Block of CAMBON DR,-122.47444463959499,37.718302204766005
2012-11-28 23:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,PARK,NONE,1400 Block of GOLDEN GATE AV,-122.43442328150299,37.7791934909101
2012-10-31 15:54:00,OTHER OFFENSES,"MONEY, PROPERTY OR LABOR, FRAUDULENTLY OBTAINING",Wednesday,TARAVAL,NONE,3100 Block of VICENTE ST,-122.500613907924,37.7382699515932
2014-04-01 14:53:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,PARK,NONE,DUBOCE AV / NOE ST,-122.433575097282,37.769176747627704
2007-06-15 12:00:00,ASSAULT,THREATS AGAINST LIFE,Friday,MISSION,NONE,100 Block of ALBION ST,-122.42266777431499,37.76364528683671
2014-06-29 17:45:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of GROVE ST,-122.41565370001001,37.778719651125606
2003-03-31 12:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,0 Block of SANCHEZ ST,-122.43120329125,37.7684456939511
2011-12-02 17:35:00,ASSAULT,BATTERY,Friday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,100 Block of SUSSEX ST,-122.435859135926,37.7367135562325
2009-12-27 11:50:00,MISSING PERSON,MISSING JUVENILE,Sunday,INGLESIDE,LOCATED,0 Block of RUTLAND ST,-122.405231445492,37.7176311472753
2009-08-20 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TARAVAL,"ARREST, BOOKED",200 Block of DEMONTFORT AV,-122.460749945763,37.723589875721004
2014-06-29 12:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-04-10 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,FOLSOM ST / 18TH ST,-122.415000536786,37.7620990020681
2015-04-30 02:28:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,CENTRAL,"ARREST, BOOKED",GEARY ST / JONES ST,-122.413174494396,37.786719015554
2012-12-29 16:45:00,NON-CRIMINAL,LOST PROPERTY,Saturday,INGLESIDE,NONE,0 Block of MOUNT VERNON AV,-122.44357440017201,37.7152185328144
2012-02-09 13:50:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Thursday,MISSION,"ARREST, BOOKED",3200 Block of 16TH ST,-122.42549457018299,37.7646442347449
2013-01-21 18:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE,2200 Block of HARRISON ST,-122.412593383429,37.7604820180908
2008-11-16 12:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,7TH ST / BRYANT ST,-122.404749273533,37.7742800977454
2003-08-07 17:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,CENTRAL,NONE,GEARY ST / POWELL ST,-122.40823102626801,37.7873594949331
2009-07-25 08:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,INGLESIDE,NONE,ROLPH ST / CURTIS ST,-122.440370313839,37.7152222378656
2012-06-26 16:20:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,NORTHERN,NONE,1700 Block of POST ST,-122.430579280128,37.785412112566796
2005-07-01 14:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,BAYVIEW,NONE,1000 Block of TENNESSEE ST,-122.38943488551399,37.759143308269294
2007-09-21 20:40:00,ASSAULT,THREATS AGAINST LIFE,Friday,NORTHERN,NONE,HAIGHT ST / GOUGH ST,-122.42194417280199,37.7730368445535
2014-06-26 11:40:00,ASSAULT,THREATS AGAINST LIFE,Thursday,TARAVAL,JUVENILE CITED,100 Block of WINSTON DR,-122.47379343030501,37.7268166055281
2015-01-23 11:07:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,MISSION,NONE,400 Block of CASTRO ST,-122.435012093789,37.761767718295395
2013-05-05 21:00:00,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,SOUTHERN,NONE,600 Block of HOWARD ST,-122.39998852115,37.78548734122921
2007-08-09 02:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,LOMBARD ST / TAYLOR ST,-122.41468516817801,37.802621037950104
2008-12-28 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,PARK,NONE,0 Block of MOUNTAINSPRING AV,-122.44872628905199,37.7582256602054
2011-01-13 16:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,NORTHERN,"ARREST, BOOKED",1300 Block of GOLDEN GATE AV,-122.432778669156,37.7794031266946
2006-06-28 05:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,PARK,NONE,700 Block of CORBETT AV,-122.442400038837,37.7552854398529
2010-04-19 11:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2010-10-24 11:23:00,TRESPASS,TRESPASSING,Sunday,SOUTHERN,NONE,0 Block of ZOE ST,-122.39600694226002,37.7799354795792
2014-07-08 21:25:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, CITED",KEITH ST / UNDERWOOD AV,-122.389982996986,37.7287295296745
2007-12-12 19:20:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,MISSION,NONE,24TH ST / FOLSOM ST,-122.414089000708,37.75250507857579
2015-03-18 14:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,BAYVIEW,"ARREST, BOOKED",1600 Block of YOSEMITE AV,-122.39249135495899,37.7272476249861
2007-01-08 00:10:00,ASSAULT,THREATS AGAINST LIFE,Monday,CENTRAL,NONE,2300 Block of JONES ST,-122.41635097322701,37.802896951155795
2014-07-22 12:46:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,NORTHERN,NONE,1900 Block of PACIFIC AV,-122.427363308517,37.794344689779294
2006-11-01 16:45:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,BAYVIEW,NONE,200 Block of WESTPOINT RD,-122.378928955993,37.7352990706774
2014-11-10 08:00:00,MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE,0 Block of NORTHRIDGE RD,-122.37551296863501,37.730806609582
2008-08-06 16:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE,400 Block of SUTTER ST,-122.40780266837601,37.7893818905021
2008-02-10 23:25:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,BAYVIEW,NONE,5300 Block of 3RD ST,-122.39289968152201,37.72890406777661
2013-12-15 14:30:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,CENTRAL,NONE,2200 Block of HYDE ST,-122.419589849376,37.8015287832354
2013-10-19 11:30:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,INGLESIDE,"ARREST, BOOKED",ALEMANY BL / NORTON ST,-122.43668092400499,37.72544942422911
2012-02-23 08:00:00,MISSING PERSON,MISSING JUVENILE,Thursday,BAYVIEW,LOCATED,1100 Block of KEY AV,-122.39859360431002,37.720450230080104
2004-12-08 09:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE,3300 Block of QUINTARA ST,-122.501276261846,37.7475878497272
2009-08-18 08:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,1100 Block of LAWTON ST,-122.47514713204201,37.7581328608721
2011-06-13 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,LOBOS ST / CAPITOL AV,-122.459045161445,37.7149076281095
2015-04-13 22:13:00,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Monday,TENDERLOIN,NONE,0 Block of TURK ST,-122.409853729941,37.7833862379382
2004-11-22 17:30:00,NON-CRIMINAL,TARASOFF REPORT,Monday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.40535937175301,37.7859774761625
2014-07-23 18:56:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,INGLESIDE,PSYCHOPATHIC CASE,500 Block of DUNCAN ST,-122.43288223919,37.7456738649341
2004-04-17 22:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,0 Block of BARCELONA AV,-122.44449736293899,37.780272316121504
2011-10-07 12:20:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,BAYVIEW,NONE,1700 Block of PALOU AV,-122.393696918834,37.7356272735926
2014-04-15 11:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,PSYCHOPATHIC CASE,0 Block of DORE ST,-122.413045971966,37.7738617771611
2007-01-10 08:20:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,INGLESIDE,NONE,0 Block of OSHAUGHNESSY BL,-122.44917264924901,37.742781874560706
2007-03-06 03:00:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,NORTHERN,"ARREST, BOOKED",1100 Block of MCALLISTER ST,-122.431343410204,37.7787412233251
2014-08-05 03:16:00,OTHER OFFENSES,FAILURE TO HEED RED LIGHT AND SIREN,Tuesday,CENTRAL,NONE,FILBERT ST / STOCKTON ST,-122.40937348990101,37.8013694186977
2011-03-10 16:50:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TARAVAL,NONE,19TH AV / HOLLOWAY AV,-122.475222189932,37.7210571460375
2005-06-19 12:00:00,ASSAULT,BATTERY,Sunday,BAYVIEW,"ARREST, BOOKED",1100 Block of FITZGERALD AV,-122.390440681948,37.72041707725121
2006-10-07 17:30:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,INGLESIDE,NONE,700 Block of CHENERY ST,-122.43408699158199,37.7345731995211
2005-11-30 15:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,INGLESIDE,"ARREST, BOOKED",200 Block of FOERSTER ST,-122.448788598668,37.7302942959545
2003-08-07 17:00:00,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, UNLAWFUL ENTRY",Thursday,MISSION,NONE,4100 Block of 21ST ST,-122.437289632849,37.7559832757872
2012-05-30 11:30:00,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,Wednesday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2014-12-13 12:00:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Saturday,BAYVIEW,NONE,0 Block of SANTAFE AV,-122.400850244004,37.7340839384311
2005-03-11 21:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,INGLESIDE,NONE,HURON AV / FOOTE AV,-122.446776748774,37.714256730595395
2014-05-30 13:15:00,ASSAULT,BATTERY,Friday,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406481972743,37.782731788488704
2008-09-16 16:30:00,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,100 Block of HIGHLAND AV,-122.422067184937,37.737362360521296
2014-01-21 19:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,JACKSON ST / HOTALING PL,-122.40292010381901,37.79649086272239
2007-07-01 18:26:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,MISSION,"ARREST, BOOKED",16TH ST / JULIAN AV,-122.42090174945601,37.7649778918035
